Date,maxT,minT,prcpt,rDate,year,month,droughtThresh,droughtPeriod,periodCount,drought
23/09/86,13,9.8,0.2,1986-09-23,1986,Sep,0,End,,
24/09/86,13.4,8.9,0,1986-09-24,1986,Sep,1,Start,8,Not drought
2/10/86,14.1,9.1,0.2,1986-10-02,1986,Oct,0,End,,
3/10/86,14,2.3,0,1986-10-03,1986,Oct,1,Start,5,Not drought
8/10/86,14.8,10.1,3.7,1986-10-08,1986,Oct,0,End,,
9/10/86,17.6,10.5,0,1986-10-09,1986,Oct,1,Start,1,Not drought
10/10/86,13.7,9.8,9.2,1986-10-10,1986,Oct,0,End,,
11/10/86,12.2,6.8,0.1,1986-10-11,1986,Oct,1,Start,2,Not drought
13/10/86,12.3,6,0.3,1986-10-13,1986,Oct,0,End,,
16/10/86,11.1,1,0,1986-10-16,1986,Oct,1,Start,3,Not drought
19/10/86,10.5,2.6,15.7,1986-10-19,1986,Oct,0,End,,
5/11/86,8.5,5.5,0,1986-11-05,1986,Nov,1,Start,1,Not drought
6/11/86,10.4,3.5,5.3,1986-11-06,1986,Nov,0,End,,
9/11/86,10.1,4,0,1986-11-09,1986,Nov,1,Start,1,Not drought
10/11/86,12,6.5,3.5,1986-11-10,1986,Nov,0,End,,
12/11/86,9.6,3,0,1986-11-12,1986,Nov,1,Start,1,Not drought
13/11/86,10.1,4.1,0.3,1986-11-13,1986,Nov,0,End,,
16/11/86,8.8,5.8,0.1,1986-11-16,1986,Nov,1,Start,1,Not drought
17/11/86,9.8,3.2,0.9,1986-11-17,1986,Nov,0,End,,
28/11/86,8.5,5,0,1986-11-28,1986,Nov,1,Start,4,Not drought
2/12/86,10.5,3.9,1,1986-12-02,1986,Dec,0,End,,
3/12/86,10.5,6,0,1986-12-03,1986,Dec,1,Start,1,Not drought
4/12/86,12,6.6,11.3,1986-12-04,1986,Dec,0,End,,
7/12/86,5.4,1,0,1986-12-07,1986,Dec,1,Start,1,Not drought
8/12/86,9.8,1,10.8,1986-12-08,1986,Dec,0,End,,
23/12/86,1.5,-1.6,0,1986-12-23,1986,Dec,1,Start,2,Not drought
25/12/86,8.2,1.8,10.5,1986-12-25,1986,Dec,0,End,,
26/12/86,6.5,0.6,0,1986-12-26,1986,Dec,1,Start,1,Not drought
27/12/86,4.1,0.7,2.6,1986-12-27,1986,Dec,0,End,,
3/01/87,3.3,-3.2,0,1987-01-03,1987,Jan,1,Start,1,Not drought
4/01/87,3.5,-2.4,1.1,1987-01-04,1987,Jan,0,End,,
7/01/87,2.5,-0.8,0,1987-01-07,1987,Jan,1,Start,5,Not drought
12/01/87,-3.5,-11,0.6,1987-01-12,1987,Jan,0,End,,
17/01/87,-0.9,-2.5,0,1987-01-17,1987,Jan,1,Start,1,Not drought
18/01/87,-2.3,-4.4,0.5,1987-01-18,1987,Jan,0,End,,
19/01/87,-3.4,-4.6,0,1987-01-19,1987,Jan,1,Start,1,Not drought
20/01/87,5,-4,2.2,1987-01-20,1987,Jan,0,End,,
24/01/87,6.5,3.1,0,1987-01-24,1987,Jan,1,Start,9,Not drought
2/02/87,2,-5,2.1,1987-02-02,1987,Feb,0,End,,
4/02/87,6.2,-1.5,0,1987-02-04,1987,Feb,1,Start,2,Not drought
6/02/87,9.6,6.3,3.8,1987-02-06,1987,Feb,0,End,,
7/02/87,7.5,2.5,0,1987-02-07,1987,Feb,1,Start,1,Not drought
8/02/87,8.8,5.3,4.3,1987-02-08,1987,Feb,0,End,,
12/02/87,3.9,-0.2,0,1987-02-12,1987,Feb,1,Start,10,Not drought
22/02/87,3.3,1,1.6,1987-02-22,1987,Feb,0,End,,
25/02/87,1.1,-4.4,0,1987-02-25,1987,Feb,1,Start,1,Not drought
26/02/87,1.5,-2.9,0.2,1987-02-26,1987,Feb,0,End,,
3/03/87,6.5,-1.6,0,1987-03-03,1987,Mar,1,Start,1,Not drought
4/03/87,3.8,-4.8,2.2,1987-03-04,1987,Mar,0,End,,
5/03/87,2.7,-2.3,0,1987-03-05,1987,Mar,1,Start,1,Not drought
6/03/87,3.9,0.2,5.8,1987-03-06,1987,Mar,0,End,,
9/03/87,0.9,-2.5,0,1987-03-09,1987,Mar,1,Start,6,Not drought
15/03/87,4.2,-0.4,0.5,1987-03-15,1987,Mar,0,End,,
22/03/87,4.8,-2.1,0.1,1987-03-22,1987,Mar,1,Start,1,Not drought
23/03/87,6.2,2.5,6.2,1987-03-23,1987,Mar,0,End,,
3/04/87,4.4,1.9,0,1987-04-03,1987,Apr,1,Start,1,Not drought
4/04/87,7.7,4.2,1.5,1987-04-04,1987,Apr,0,End,,
6/04/87,9.5,3.1,0,1987-04-06,1987,Apr,1,Start,1,Not drought
7/04/87,7.6,3,3.5,1987-04-07,1987,Apr,0,End,,
12/04/87,5.9,2.9,0,1987-04-12,1987,Apr,1,Start,2,Not drought
14/04/87,10.5,4,1.1,1987-04-14,1987,Apr,0,End,,
15/04/87,13.4,7,0,1987-04-15,1987,Apr,1,Start,4,Not drought
19/04/87,15.9,9.4,0.8,1987-04-19,1987,Apr,0,End,,
22/04/87,11.8,4.1,0,1987-04-22,1987,Apr,1,Start,8,Not drought
30/04/87,19.5,8.7,0.9,1987-04-30,1987,Apr,0,End,,
5/05/87,10.5,6,0,1987-05-05,1987,May,1,Start,6,Not drought
11/05/87,13.3,5,1.2,1987-05-11,1987,May,0,End,,
19/05/87,9.2,0.4,0,1987-05-19,1987,May,1,Start,3,Not drought
22/05/87,11.8,3.4,0.6,1987-05-22,1987,May,0,End,,
24/05/87,12.4,3.6,0,1987-05-24,1987,May,1,Start,4,Not drought
28/05/87,17.1,5,1.9,1987-05-28,1987,May,0,End,,
30/05/87,13.7,9.8,0,1987-05-30,1987,May,1,Start,1,Not drought
31/05/87,13.5,7.5,1.5,1987-05-31,1987,May,0,End,,
5/06/87,11,5.1,0,1987-06-05,1987,Jun,1,Start,1,Not drought
6/06/87,13.8,8.9,14,1987-06-06,1987,Jun,0,End,,
13/06/87,13,4,0,1987-06-13,1987,Jun,1,Start,2,Not drought
15/06/87,9.5,5.6,13.1,1987-06-15,1987,Jun,0,End,,
20/06/87,13.4,4.8,0,1987-06-20,1987,Jun,1,Start,2,Not drought
22/06/87,15.1,8.8,4.2,1987-06-22,1987,Jun,0,End,,
1/07/87,18.7,8.8,0,1987-07-01,1987,Jul,1,Start,9,Not drought
10/07/87,18.2,12.2,2.2,1987-07-10,1987,Jul,0,End,,
13/07/87,18.5,10,0,1987-07-13,1987,Jul,1,Start,3,Not drought
16/07/87,21.6,10.1,1.6,1987-07-16,1987,Jul,0,End,,
17/07/87,18,11.5,0,1987-07-17,1987,Jul,1,Start,1,Not drought
18/07/87,15.6,10.3,8.2,1987-07-18,1987,Jul,0,End,,
21/07/87,14.5,10.5,0,1987-07-21,1987,Jul,1,Start,1,Not drought
22/07/87,14,10.4,0.2,1987-07-22,1987,Jul,0,End,,
23/07/87,14,9.5,0,1987-07-23,1987,Jul,1,Start,1,Not drought
24/07/87,19,11,1.3,1987-07-24,1987,Jul,0,End,,
26/07/87,14.5,8.5,0.1,1987-07-26,1987,Jul,1,Start,1,Not drought
27/07/87,14.7,11.2,28.9,1987-07-27,1987,Jul,0,End,,
28/07/87,16,11.1,0,1987-07-28,1987,Jul,1,Start,1,Not drought
29/07/87,15.8,12.8,5.6,1987-07-29,1987,Jul,0,End,,
3/08/87,16.1,10.8,0,1987-08-03,1987,Aug,1,Start,1,Not drought
4/08/87,14.8,9.9,4.3,1987-08-04,1987,Aug,0,End,,
5/08/87,15.3,6.3,0,1987-08-05,1987,Aug,1,Start,1,Not drought
6/08/87,15.6,6.2,2.1,1987-08-06,1987,Aug,0,End,,
7/08/87,15.1,6.1,0,1987-08-07,1987,Aug,1,Start,1,Not drought
8/08/87,11.9,9.3,13.3,1987-08-08,1987,Aug,0,End,,
11/08/87,17.9,7.9,0,1987-08-11,1987,Aug,1,Start,1,Not drought
12/08/87,15.6,11.9,2.6,1987-08-12,1987,Aug,0,End,,
14/08/87,18.6,11.8,0,1987-08-14,1987,Aug,1,Start,3,Not drought
17/08/87,23.6,15.5,0.7,1987-08-17,1987,Aug,0,End,,
20/08/87,21.4,15.7,0,1987-08-20,1987,Aug,1,Start,1,Not drought
21/08/87,25,16.7,0.7,1987-08-21,1987,Aug,0,End,,
22/08/87,22,15.9,0,1987-08-22,1987,Aug,1,Start,1,Not drought
23/08/87,19.5,12.7,24.4,1987-08-23,1987,Aug,0,End,,
25/08/87,15.1,8,0,1987-08-25,1987,Aug,1,Start,1,Not drought
26/08/87,14.4,10.7,1.4,1987-08-26,1987,Aug,0,End,,
28/08/87,15,8,0,1987-08-28,1987,Aug,1,Start,1,Not drought
29/08/87,15.9,12.5,2.7,1987-08-29,1987,Aug,0,End,,
30/08/87,19.5,12,0,1987-08-30,1987,Aug,1,Start,2,Not drought
1/09/87,16,9.5,0.2,1987-09-01,1987,Sep,0,End,,
2/09/87,16.5,8.1,0,1987-09-02,1987,Sep,1,Start,1,Not drought
3/09/87,17.4,14,0.9,1987-09-03,1987,Sep,0,End,,
9/09/87,14.7,7,0,1987-09-09,1987,Sep,1,Start,1,Not drought
10/09/87,15.5,9.7,3.2,1987-09-10,1987,Sep,0,End,,
11/09/87,15.6,9.2,0,1987-09-11,1987,Sep,1,Start,1,Not drought
12/09/87,17.1,13.2,7.6,1987-09-12,1987,Sep,0,End,,
14/09/87,15,9,0,1987-09-14,1987,Sep,1,Start,1,Not drought
15/09/87,16,8.9,1.3,1987-09-15,1987,Sep,0,End,,
16/09/87,16.5,10.2,0,1987-09-16,1987,Sep,1,Start,1,Not drought
17/09/87,17,11,27.9,1987-09-17,1987,Sep,0,End,,
19/09/87,13.3,4.4,0,1987-09-19,1987,Sep,1,Start,1,Not drought
20/09/87,15,8.8,14.2,1987-09-20,1987,Sep,0,End,,
21/09/87,18.8,12.5,0,1987-09-21,1987,Sep,1,Start,1,Not drought
22/09/87,19.2,8.2,2.5,1987-09-22,1987,Sep,0,End,,
26/09/87,11.1,2.6,0,1987-09-26,1987,Sep,1,Start,8,Not drought
4/10/87,13.8,7.7,13,1987-10-04,1987,Oct,0,End,,
24/10/87,8.1,-1.6,0,1987-10-24,1987,Oct,1,Start,3,Not drought
27/10/87,9.8,5.9,9,1987-10-27,1987,Oct,0,End,,
29/10/87,8.8,-2.5,0,1987-10-29,1987,Oct,1,Start,2,Not drought
31/10/87,9.9,5.6,0.7,1987-10-31,1987,Oct,0,End,,
2/11/87,9.5,7.7,0,1987-11-02,1987,Nov,1,Start,7,Not drought
9/11/87,6.4,2.4,5.5,1987-11-09,1987,Nov,0,End,,
10/11/87,7.5,4,0,1987-11-10,1987,Nov,1,Start,1,Not drought
11/11/87,6.5,3,6,1987-11-11,1987,Nov,0,End,,
18/11/87,10.2,7,0,1987-11-18,1987,Nov,1,Start,1,Not drought
19/11/87,10.9,8,10.2,1987-11-19,1987,Nov,0,End,,
21/11/87,7.8,4.2,0.1,1987-11-21,1987,Nov,1,Start,1,Not drought
22/11/87,6.9,4.4,5,1987-11-22,1987,Nov,0,End,,
25/11/87,5.4,3,0,1987-11-25,1987,Nov,1,Start,5,Not drought
30/11/87,4.9,2.5,0.7,1987-11-30,1987,Nov,0,End,,
1/12/87,4.9,2,0,1987-12-01,1987,Dec,1,Start,1,Not drought
2/12/87,5.4,2.1,0.4,1987-12-02,1987,Dec,0,End,,
4/12/87,3.1,1,0,1987-12-04,1987,Dec,1,Start,2,Not drought
6/12/87,3.5,2.2,0.7,1987-12-06,1987,Dec,0,End,,
8/12/87,2.4,-6.2,0,1987-12-08,1987,Dec,1,Start,8,Not drought
16/12/87,4.4,-2,11.7,1987-12-16,1987,Dec,0,End,,
23/12/87,5.9,0.3,0,1987-12-23,1987,Dec,1,Start,2,Not drought
25/12/87,8.1,3.2,1.9,1987-12-25,1987,Dec,0,End,,
26/12/87,7.4,5,0,1987-12-26,1987,Dec,1,Start,1,Not drought
27/12/87,10.4,7.2,11.7,1987-12-27,1987,Dec,0,End,,
8/01/88,3.6,-2,0,1988-01-08,1988,Jan,1,Start,1,Not drought
9/01/88,10.4,0.8,7.8,1988-01-09,1988,Jan,0,End,,
12/01/88,5.5,1.2,0,1988-01-12,1988,Jan,1,Start,1,Not drought
13/01/88,5.6,2.6,2.5,1988-01-13,1988,Jan,0,End,,
14/01/88,6,1.4,0,1988-01-14,1988,Jan,1,Start,1,Not drought
15/01/88,5.1,2.1,0.3,1988-01-15,1988,Jan,0,End,,
16/01/88,5.4,2.7,0,1988-01-16,1988,Jan,1,Start,2,Not drought
18/01/88,5,2.7,16.7,1988-01-18,1988,Jan,0,End,,
27/01/88,5.6,0,0,1988-01-27,1988,Jan,1,Start,2,Not drought
29/01/88,4.9,1,6.1,1988-01-29,1988,Jan,0,End,,
15/02/88,10.1,0.9,0,1988-02-15,1988,Feb,1,Start,1,Not drought
16/02/88,10.2,1.5,5.5,1988-02-16,1988,Feb,0,End,,
17/02/88,5,1.9,0,1988-02-17,1988,Feb,1,Start,10,Not drought
27/02/88,5.1,-0.4,0.6,1988-02-27,1988,Feb,0,End,,
1/03/88,1.8,-3,0,1988-03-01,1988,Mar,1,Start,2,Not drought
3/03/88,3.1,0.1,8.8,1988-03-03,1988,Mar,0,End,,
5/03/88,2.2,-5.3,0,1988-03-05,1988,Mar,1,Start,1,Not drought
6/03/88,5.1,-5.1,8,1988-03-06,1988,Mar,0,End,,
11/03/88,5.5,3.2,0,1988-03-11,1988,Mar,1,Start,1,Not drought
12/03/88,6.7,1.4,20.1,1988-03-12,1988,Mar,0,End,,
17/03/88,5,-0.6,0,1988-03-17,1988,Mar,1,Start,1,Not drought
18/03/88,6.8,1,0.2,1988-03-18,1988,Mar,0,End,,
22/03/88,8.6,2.9,0,1988-03-22,1988,Mar,1,Start,1,Not drought
23/03/88,8.5,4,19.9,1988-03-23,1988,Mar,0,End,,
30/03/88,8.7,-1.5,0,1988-03-30,1988,Mar,1,Start,1,Not drought
31/03/88,9.1,1.9,1.4,1988-03-31,1988,Mar,0,End,,
1/04/88,8.2,1.4,0,1988-04-01,1988,Apr,1,Start,1,Not drought
2/04/88,8.5,4.3,7.1,1988-04-02,1988,Apr,0,End,,
3/04/88,9.9,5.1,0,1988-04-03,1988,Apr,1,Start,1,Not drought
4/04/88,12.2,3.8,8.9,1988-04-04,1988,Apr,0,End,,
5/04/88,9,2.1,0,1988-04-05,1988,Apr,1,Start,3,Not drought
8/04/88,9.1,5.2,1,1988-04-08,1988,Apr,0,End,,
11/04/88,9.1,3.9,0,1988-04-11,1988,Apr,1,Start,5,Not drought
16/04/88,11.6,9.9,5.7,1988-04-16,1988,Apr,0,End,,
18/04/88,14.5,7.1,0.1,1988-04-18,1988,Apr,1,Start,1,Not drought
19/04/88,15.4,10,4,1988-04-19,1988,Apr,0,End,,
20/04/88,14.5,7,0,1988-04-20,1988,Apr,1,Start,1,Not drought
21/04/88,14.7,7.4,0.3,1988-04-21,1988,Apr,0,End,,
24/04/88,6.2,-2.6,0,1988-04-24,1988,Apr,1,Start,3,Not drought
27/04/88,9.8,2.8,7.1,1988-04-27,1988,Apr,0,End,,
29/04/88,9.2,2.2,0,1988-04-29,1988,Apr,1,Start,1,Not drought
30/04/88,9.5,4,0.2,1988-04-30,1988,Apr,0,End,,
6/05/88,13.5,1.1,0,1988-05-06,1988,May,1,Start,7,Not drought
13/05/88,17.6,7.1,0.2,1988-05-13,1988,May,0,End,,
14/05/88,20.1,6,0,1988-05-14,1988,May,1,Start,6,Not drought
20/05/88,10.5,3,6.2,1988-05-20,1988,May,0,End,,
21/05/88,12.4,0.8,0,1988-05-21,1988,May,1,Start,3,Not drought
24/05/88,16.1,7.4,4.6,1988-05-24,1988,May,0,End,,
28/05/88,16.2,3.6,0,1988-05-28,1988,May,1,Start,2,Not drought
30/05/88,14.9,7.8,6.7,1988-05-30,1988,May,0,End,,
6/06/88,13,5.2,0,1988-06-06,1988,Jun,1,Start,2,Not drought
8/06/88,15.6,9.5,1.9,1988-06-08,1988,Jun,0,End,,
10/06/88,10.5,8,0.1,1988-06-10,1988,Jun,1,Start,12,Not drought
22/06/88,18.4,7.8,0.4,1988-06-22,1988,Jun,0,End,,
23/06/88,17,10.4,0,1988-06-23,1988,Jun,1,Start,3,Not drought
26/06/88,22,12,15.2,1988-06-26,1988,Jun,0,End,,
27/06/88,14.4,9.9,0,1988-06-27,1988,Jun,1,Start,3,Not drought
30/06/88,20.4,13,11.2,1988-06-30,1988,Jun,0,End,,
18/07/88,12.5,10.3,0,1988-07-18,1988,Jul,1,Start,3,Not drought
21/07/88,18.4,10,7,1988-07-21,1988,Jul,0,End,,
1/08/88,16.9,9.4,0,1988-08-01,1988,Aug,1,Start,3,Not drought
4/08/88,14.4,11.1,2.4,1988-08-04,1988,Aug,0,End,,
6/08/88,18.7,8.4,0,1988-08-06,1988,Aug,1,Start,3,Not drought
9/08/88,22.3,12,1.6,1988-08-09,1988,Aug,0,End,,
10/08/88,19.4,9.2,0,1988-08-10,1988,Aug,1,Start,1,Not drought
11/08/88,17.8,10.5,1.3,1988-08-11,1988,Aug,0,End,,
16/08/88,15.8,7.2,0,1988-08-16,1988,Aug,1,Start,2,Not drought
18/08/88,21.7,13.8,8.6,1988-08-18,1988,Aug,0,End,,
22/08/88,14.3,8.5,0,1988-08-22,1988,Aug,1,Start,3,Not drought
25/08/88,16.5,9,14.4,1988-08-25,1988,Aug,0,End,,
26/08/88,12.2,8.7,0.1,1988-08-26,1988,Aug,1,Start,1,Not drought
27/08/88,18.5,12,5.1,1988-08-27,1988,Aug,0,End,,
29/08/88,16.3,8.1,0,1988-08-29,1988,Aug,1,Start,1,Not drought
30/08/88,15.5,9,2.6,1988-08-30,1988,Aug,0,End,,
6/09/88,16,9,0,1988-09-06,1988,Sep,1,Start,5,Not drought
11/09/88,15.4,10.5,1.8,1988-09-11,1988,Sep,0,End,,
14/09/88,13.3,7.1,0,1988-09-14,1988,Sep,1,Start,8,Not drought
22/09/88,12.5,8,2.2,1988-09-22,1988,Sep,0,End,,
27/09/88,13.5,11.5,0,1988-09-27,1988,Sep,1,Start,1,Not drought
28/09/88,14.7,8.1,10.7,1988-09-28,1988,Sep,0,End,,
30/09/88,10,1,0,1988-09-30,1988,Sep,1,Start,5,Not drought
5/10/88,11.6,7.7,7,1988-10-05,1988,Oct,0,End,,
14/10/88,10.5,1.1,0,1988-10-14,1988,Oct,1,Start,5,Not drought
19/10/88,12.4,8.6,20.2,1988-10-19,1988,Oct,0,End,,
22/10/88,12.7,9.9,0,1988-10-22,1988,Oct,1,Start,1,Not drought
23/10/88,13.2,8.5,0.3,1988-10-23,1988,Oct,0,End,,
29/10/88,11.4,-1.5,0,1988-10-29,1988,Oct,1,Start,11,Not drought
9/11/88,12,3.6,7,1988-11-09,1988,Nov,0,End,,
12/11/88,12.5,3.5,0,1988-11-12,1988,Nov,1,Start,1,Not drought
13/11/88,8.5,3.5,0.9,1988-11-13,1988,Nov,0,End,,
14/11/88,8,5.1,0,1988-11-14,1988,Nov,1,Start,3,Not drought
17/11/88,7.1,1.5,0.2,1988-11-17,1988,Nov,0,End,,
19/11/88,7.4,-0.5,0,1988-11-19,1988,Nov,1,Start,1,Not drought
20/11/88,3.5,-1.1,7.3,1988-11-20,1988,Nov,0,End,,
21/11/88,1.9,-2.9,0,1988-11-21,1988,Nov,1,Start,7,Not drought
28/11/88,6.8,-3.6,4.9,1988-11-28,1988,Nov,0,End,,
7/12/88,4.9,-1.4,0,1988-12-07,1988,Dec,1,Start,1,Not drought
8/12/88,7,2.5,0.3,1988-12-08,1988,Dec,0,End,,
11/12/88,8.9,7,0,1988-12-11,1988,Dec,1,Start,1,Not drought
12/12/88,8.9,5.6,0.3,1988-12-12,1988,Dec,0,End,,
15/12/88,7.2,5.8,0,1988-12-15,1988,Dec,1,Start,1,Not drought
16/12/88,7,3.6,1,1988-12-16,1988,Dec,0,End,,
26/12/88,10.2,7.8,0,1988-12-26,1988,Dec,1,Start,1,Not drought
27/12/88,11.8,4.6,8.9,1988-12-27,1988,Dec,0,End,,
28/12/88,10.8,4.7,0,1988-12-28,1988,Dec,1,Start,2,Not drought
30/12/88,7.6,5,1,1988-12-30,1988,Dec,0,End,,
31/12/88,9.3,1.5,0,1988-12-31,1988,Dec,1,Start,4,Not drought
4/01/89,8.8,2.5,0.4,1989-01-04,1989,Jan,0,End,,
9/01/89,10,7,0.1,1989-01-09,1989,Jan,1,Start,1,Not drought
10/01/89,10,1,3.6,1989-01-10,1989,Jan,0,End,,
11/01/89,4.4,0.5,0,1989-01-11,1989,Jan,1,Start,1,Not drought
12/01/89,5.8,0.5,7.3,1989-01-12,1989,Jan,0,End,,
13/01/89,6.1,0,0,1989-01-13,1989,Jan,1,Start,1,Not drought
14/01/89,8.8,2.3,13.5,1989-01-14,1989,Jan,0,End,,
15/01/89,8.9,3.9,0,1989-01-15,1989,Jan,1,Start,2,Not drought
17/01/89,8.3,2.6,3.3,1989-01-17,1989,Jan,0,End,,
18/01/89,6.9,1.5,0,1989-01-18,1989,Jan,1,Start,3,Not drought
21/01/89,6.7,3.4,6,1989-01-21,1989,Jan,0,End,,
25/01/89,7,0,0,1989-01-25,1989,Jan,1,Start,1,Not drought
26/01/89,5.8,-0.2,1.2,1989-01-26,1989,Jan,0,End,,
29/01/89,6.4,0.2,0,1989-01-29,1989,Jan,1,Start,5,Not drought
3/02/89,5.9,2.5,0.2,1989-02-03,1989,Feb,0,End,,
6/02/89,9.9,4,0,1989-02-06,1989,Feb,1,Start,6,Not drought
12/02/89,6.1,3,9.8,1989-02-12,1989,Feb,0,End,,
21/02/89,5.6,0,0,1989-02-21,1989,Feb,1,Start,1,Not drought
22/02/89,6.1,2.5,2.8,1989-02-22,1989,Feb,0,End,,
23/02/89,6.6,-1,0,1989-02-23,1989,Feb,1,Start,1,Not drought
24/02/89,2.7,0.1,6.7,1989-02-24,1989,Feb,0,End,,
26/02/89,2.1,-1,0,1989-02-26,1989,Feb,1,Start,1,Not drought
27/02/89,4,-0.3,2.3,1989-02-27,1989,Feb,0,End,,
6/03/89,11.3,7.5,0,1989-03-06,1989,Mar,1,Start,1,Not drought
7/03/89,12.5,2.8,5.2,1989-03-07,1989,Mar,0,End,,
8/03/89,7.6,-3.4,0,1989-03-08,1989,Mar,1,Start,1,Not drought
9/03/89,8.8,2.9,4.4,1989-03-09,1989,Mar,0,End,,
12/03/89,9.1,2.5,0,1989-03-12,1989,Mar,1,Start,1,Not drought
13/03/89,7.1,2.1,13.7,1989-03-13,1989,Mar,0,End,,
18/03/89,5,-3,0,1989-03-18,1989,Mar,1,Start,1,Not drought
19/03/89,9.1,1,12,1989-03-19,1989,Mar,0,End,,
25/03/89,6.6,1.8,0,1989-03-25,1989,Mar,1,Start,1,Not drought
26/03/89,8.1,3.9,0.3,1989-03-26,1989,Mar,0,End,,
27/03/89,14.8,6.3,0,1989-03-27,1989,Mar,1,Start,1,Not drought
28/03/89,16.1,3.6,5.4,1989-03-28,1989,Mar,0,End,,
29/03/89,8.2,-1.9,0,1989-03-29,1989,Mar,1,Start,4,Not drought
2/04/89,10,3.1,1.6,1989-04-02,1989,Apr,0,End,,
9/04/89,8,0.7,0,1989-04-09,1989,Apr,1,Start,1,Not drought
10/04/89,11.7,3.7,16.5,1989-04-10,1989,Apr,0,End,,
15/04/89,8.6,-0.1,0,1989-04-15,1989,Apr,1,Start,6,Not drought
21/04/89,7.6,1.5,0.3,1989-04-21,1989,Apr,0,End,,
22/04/89,9.3,3.8,0.1,1989-04-22,1989,Apr,1,Start,1,Not drought
23/04/89,7.7,0,16.2,1989-04-23,1989,Apr,0,End,,
25/04/89,3.9,-2.5,0,1989-04-25,1989,Apr,1,Start,2,Not drought
27/04/89,8.8,1,6.7,1989-04-27,1989,Apr,0,End,,
30/04/89,11.3,2.9,0,1989-04-30,1989,Apr,1,Start,11,Not drought
11/05/89,12.2,5.8,1.9,1989-05-11,1989,May,0,End,,
14/05/89,11.8,3.5,0,1989-05-14,1989,May,1,Start,2,Not drought
16/05/89,14,6.6,1.8,1989-05-16,1989,May,0,End,,
17/05/89,14.4,2.3,0,1989-05-17,1989,May,1,Start,1,Not drought
18/05/89,19,12.7,0.5,1989-05-18,1989,May,0,End,,
21/05/89,19.6,9.1,0,1989-05-21,1989,May,1,Start,2,Not drought
23/05/89,20.1,10.7,3.3,1989-05-23,1989,May,0,End,,
24/05/89,22.8,11.3,0,1989-05-24,1989,May,1,Start,1,Not drought
25/05/89,24,9.4,10.9,1989-05-25,1989,May,0,End,,
26/05/89,11.9,6.7,0,1989-05-26,1989,May,1,Start,6,Not drought
1/06/89,9.6,4.1,6.4,1989-06-01,1989,Jun,0,End,,
2/06/89,11.1,-0.4,0,1989-06-02,1989,Jun,1,Start,1,Not drought
3/06/89,12.1,3.9,4.9,1989-06-03,1989,Jun,0,End,,
4/06/89,11.2,0.5,0.1,1989-06-04,1989,Jun,1,Start,2,Not drought
6/06/89,12.2,4.7,17.8,1989-06-06,1989,Jun,0,End,,
9/06/89,13.2,3,0.1,1989-06-09,1989,Jun,1,Start,1,Not drought
10/06/89,15.7,8.2,0.9,1989-06-10,1989,Jun,0,End,,
11/06/89,19.2,5.2,0,1989-06-11,1989,Jun,1,Start,3,Not drought
14/06/89,25.6,13.7,2.6,1989-06-14,1989,Jun,0,End,,
15/06/89,21.7,10.9,0,1989-06-15,1989,Jun,1,Start,12,Not drought
27/06/89,17.8,10.8,8.4,1989-06-27,1989,Jun,0,End,,
30/06/89,15.2,4.9,0,1989-06-30,1989,Jun,1,Start,1,Not drought
1/07/89,15.2,4.5,39.5,1989-07-01,1989,Jul,0,End,,
3/07/89,18,5.1,0,1989-07-03,1989,Jul,1,Start,4,Not drought
7/07/89,25,15,2.2,1989-07-07,1989,Jul,0,End,,
10/07/89,17.8,11.5,0,1989-07-10,1989,Jul,1,Start,1,Not drought
11/07/89,18.3,10.2,0.9,1989-07-11,1989,Jul,0,End,,
12/07/89,19.9,12.7,0,1989-07-12,1989,Jul,1,Start,11,Not drought
23/07/89,28.8,15,0.3,1989-07-23,1989,Jul,0,End,,
24/07/89,25.7,15.1,0,1989-07-24,1989,Jul,1,Start,2,Not drought
26/07/89,26.9,12.1,0.4,1989-07-26,1989,Jul,0,End,,
27/07/89,19.2,9.5,0,1989-07-27,1989,Jul,1,Start,3,Not drought
30/07/89,20.2,12.5,5.4,1989-07-30,1989,Jul,0,End,,
2/08/89,16.2,11.5,0,1989-08-02,1989,Aug,1,Start,1,Not drought
3/08/89,16.9,13.1,0.3,1989-08-03,1989,Aug,0,End,,
4/08/89,18.9,9.7,0,1989-08-04,1989,Aug,1,Start,5,Not drought
9/08/89,22.2,14.7,0.2,1989-08-09,1989,Aug,0,End,,
13/08/89,16.1,11.7,0.1,1989-08-13,1989,Aug,1,Start,1,Not drought
14/08/89,19.8,10.8,2.8,1989-08-14,1989,Aug,0,End,,
19/08/89,19,7.8,0,1989-08-19,1989,Aug,1,Start,2,Not drought
21/08/89,23.4,10.6,0.4,1989-08-21,1989,Aug,0,End,,
22/08/89,19.6,11.1,0,1989-08-22,1989,Aug,1,Start,1,Not drought
23/08/89,16.3,9.1,0.5,1989-08-23,1989,Aug,0,End,,
24/08/89,18.5,12.5,0,1989-08-24,1989,Aug,1,Start,1,Not drought
25/08/89,17.8,12.5,4.4,1989-08-25,1989,Aug,0,End,,
28/08/89,14,4.6,0.1,1989-08-28,1989,Aug,1,Start,2,Not drought
30/08/89,17.9,13.7,0.4,1989-08-30,1989,Aug,0,End,,
3/09/89,14.6,2.3,0,1989-09-03,1989,Sep,1,Start,8,Not drought
11/09/89,14.3,10.6,0.2,1989-09-11,1989,Sep,0,End,,
