Date,maxT,minT,prcpt,rDate,year,month,droughtThresh,droughtPeriod,periodCount,drought
5/12/97,3.6,0.1,0,1997-12-05,1997,Dec,1,Start,1,Not drought
6/12/97,8.1,2,1.9,1997-12-06,1997,Dec,0,End,,
7/12/97,9,5.9,0.1,1997-12-07,1997,Dec,1,Start,1,Not drought
8/12/97,9.2,6.6,0.5,1997-12-08,1997,Dec,0,End,,
13/12/97,5.4,1.8,0,1997-12-13,1997,Dec,1,Start,5,Not drought
18/12/97,3.8,-2.1,8.5,1997-12-18,1997,Dec,0,End,,
20/12/97,5.6,4,0,1997-12-20,1997,Dec,1,Start,3,Not drought
23/12/97,5.9,0.8,8.3,1997-12-23,1997,Dec,0,End,,
10/01/98,11.6,7.7,0,1998-01-10,1998,Jan,1,Start,3,Not drought
13/01/98,9.7,7.1,1.8,1998-01-13,1998,Jan,0,End,,
20/01/98,1.5,-2.2,0,1998-01-20,1998,Jan,1,Start,1,Not drought
21/01/98,1.3,-1.5,0.6,1998-01-21,1998,Jan,0,End,,
24/01/98,3.1,-2.5,0,1998-01-24,1998,Jan,1,Start,7,Not drought
31/01/98,4.3,1.9,0.5,1998-01-31,1998,Jan,0,End,,
1/02/98,3,-4.5,0,1998-02-01,1998,Feb,1,Start,3,Not drought
4/02/98,3.8,-3.1,0.6,1998-02-04,1998,Feb,0,End,,
5/02/98,6.1,3.4,0,1998-02-05,1998,Feb,1,Start,1,Not drought
6/02/98,7.2,4,1,1998-02-06,1998,Feb,0,End,,
12/02/98,12,8.5,0,1998-02-12,1998,Feb,1,Start,5,Not drought
17/02/98,8.2,5.1,1.3,1998-02-17,1998,Feb,0,End,,
18/02/98,9.1,5.2,0,1998-02-18,1998,Feb,1,Start,3,Not drought
21/02/98,12.6,5.6,2.1,1998-02-21,1998,Feb,0,End,,
25/02/98,10,3.4,0,1998-02-25,1998,Feb,1,Start,2,Not drought
27/02/98,9.6,3.6,2.4,1998-02-27,1998,Feb,0,End,,
9/03/98,8.5,-3,0,1998-03-09,1998,Mar,1,Start,2,Not drought
11/03/98,7.2,2.2,12.4,1998-03-11,1998,Mar,0,End,,
12/03/98,6.8,-2.1,0,1998-03-12,1998,Mar,1,Start,1,Not drought
13/03/98,6.9,1.3,3.4,1998-03-13,1998,Mar,0,End,,
14/03/98,7.7,2.6,0,1998-03-14,1998,Mar,1,Start,3,Not drought
17/03/98,8.1,6.6,1.1,1998-03-17,1998,Mar,0,End,,
18/03/98,9.3,6,0,1998-03-18,1998,Mar,1,Start,6,Not drought
24/03/98,6.9,2.4,2.6,1998-03-24,1998,Mar,0,End,,
28/03/98,14.4,7.5,0,1998-03-28,1998,Mar,1,Start,2,Not drought
30/03/98,13.3,9.6,9.2,1998-03-30,1998,Mar,0,End,,
31/03/98,13.5,5,0,1998-03-31,1998,Mar,1,Start,2,Not drought
2/04/98,7.3,4.1,3,1998-04-02,1998,Apr,0,End,,
12/04/98,5.7,-2.4,0,1998-04-12,1998,Apr,1,Start,1,Not drought
13/04/98,5.2,-2,1.6,1998-04-13,1998,Apr,0,End,,
18/04/98,5.7,2.4,0,1998-04-18,1998,Apr,1,Start,2,Not drought
20/04/98,9.4,4,8.5,1998-04-20,1998,Apr,0,End,,
28/04/98,13.4,3.3,0,1998-04-28,1998,Apr,1,Start,1,Not drought
29/04/98,12.9,0.5,3.4,1998-04-29,1998,Apr,0,End,,
30/04/98,13.7,5.7,0,1998-04-30,1998,Apr,1,Start,4,Not drought
4/05/98,12.1,4.7,0.2,1998-05-04,1998,May,0,End,,
8/05/98,13.8,9.5,0,1998-05-08,1998,May,1,Start,1,Not drought
9/05/98,18,11.4,1.6,1998-05-09,1998,May,0,End,,
10/05/98,18.1,5.6,0,1998-05-10,1998,May,1,Start,1,Not drought
11/05/98,12.5,6.5,3.3,1998-05-11,1998,May,0,End,,
12/05/98,9.2,6.8,0,1998-05-12,1998,May,1,Start,13,Not drought
25/05/98,13.3,8.7,0.3,1998-05-25,1998,May,0,End,,
28/05/98,10.9,4.9,0.1,1998-05-28,1998,May,1,Start,1,Not drought
29/05/98,13.3,9.3,1,1998-05-29,1998,May,0,End,,
30/05/98,18.7,4.5,0,1998-05-30,1998,May,1,Start,2,Not drought
1/06/98,17.4,6,0.2,1998-06-01,1998,Jun,0,End,,
5/06/98,15.7,7.1,0,1998-06-05,1998,Jun,1,Start,1,Not drought
6/06/98,14.7,8.9,5.7,1998-06-06,1998,Jun,0,End,,
20/06/98,22.9,14.5,0,1998-06-20,1998,Jun,1,Start,2,Not drought
22/06/98,19.7,10.4,0.3,1998-06-22,1998,Jun,0,End,,
24/06/98,20,14.5,0,1998-06-24,1998,Jun,1,Start,1,Not drought
25/06/98,16.5,9.9,2.3,1998-06-25,1998,Jun,0,End,,
2/07/98,15.4,9,0,1998-07-02,1998,Jul,1,Start,3,Not drought
5/07/98,15.6,12,0.3,1998-07-05,1998,Jul,0,End,,
8/07/98,15.9,9.9,0,1998-07-08,1998,Jul,1,Start,1,Not drought
9/07/98,15.4,11.6,5.2,1998-07-09,1998,Jul,0,End,,
10/07/98,15.8,10,0,1998-07-10,1998,Jul,1,Start,1,Not drought
11/07/98,19.2,10.2,0.5,1998-07-11,1998,Jul,0,End,,
16/07/98,15.3,10.2,0,1998-07-16,1998,Jul,1,Start,1,Not drought
17/07/98,19.2,10.9,1.5,1998-07-17,1998,Jul,0,End,,
26/07/98,18,11.1,0,1998-07-26,1998,Jul,1,Start,1,Not drought
27/07/98,17,11.3,2.4,1998-07-27,1998,Jul,0,End,,
1/08/98,16.5,11.5,0,1998-08-01,1998,Aug,1,Start,2,Not drought
3/08/98,18.2,9.2,7.8,1998-08-03,1998,Aug,0,End,,
5/08/98,16.5,12.2,0,1998-08-05,1998,Aug,1,Start,7,Not drought
12/08/98,23.7,11.8,0.8,1998-08-12,1998,Aug,0,End,,
17/08/98,16.8,12.5,0,1998-08-17,1998,Aug,1,Start,4,Not drought
21/08/98,17,11.3,19.1,1998-08-21,1998,Aug,0,End,,
25/08/98,15.3,8.1,0,1998-08-25,1998,Aug,1,Start,1,Not drought
26/08/98,14.6,9.5,9.2,1998-08-26,1998,Aug,0,End,,
27/08/98,13.2,4.6,0,1998-08-27,1998,Aug,1,Start,5,Not drought
1/09/98,15.9,11.6,7.3,1998-09-01,1998,Sep,0,End,,
3/09/98,19.3,11.2,0.1,1998-09-03,1998,Sep,1,Start,2,Not drought
5/09/98,18.5,12,3.5,1998-09-05,1998,Sep,0,End,,
6/09/98,17,7.7,0,1998-09-06,1998,Sep,1,Start,1,Not drought
7/09/98,17.7,10.9,5.1,1998-09-07,1998,Sep,0,End,,
20/09/98,18,6.7,0,1998-09-20,1998,Sep,1,Start,9,Not drought
29/09/98,15.3,9.5,0.3,1998-09-29,1998,Sep,0,End,,
3/10/98,9.7,3,0,1998-10-03,1998,Oct,1,Start,1,Not drought
4/10/98,9.7,6.8,0.4,1998-10-04,1998,Oct,0,End,,
7/10/98,9.7,6.1,0.1,1998-10-07,1998,Oct,1,Start,3,Not drought
10/10/98,13.5,7.8,4.1,1998-10-10,1998,Oct,0,End,,
15/10/98,12.7,7.2,0,1998-10-15,1998,Oct,1,Start,1,Not drought
16/10/98,10.1,4.8,5.6,1998-10-16,1998,Oct,0,End,,
1/11/98,7.1,0.5,0,1998-11-01,1998,Nov,1,Start,1,Not drought
2/11/98,6.5,2.7,7.8,1998-11-02,1998,Nov,0,End,,
7/11/98,8.1,1.4,0,1998-11-07,1998,Nov,1,Start,1,Not drought
8/11/98,10.1,7,11.1,1998-11-08,1998,Nov,0,End,,
17/11/98,4,-3.5,0,1998-11-17,1998,Nov,1,Start,2,Not drought
19/11/98,4.5,2.6,2.7,1998-11-19,1998,Nov,0,End,,
20/11/98,4.1,0.5,0,1998-11-20,1998,Nov,1,Start,3,Not drought
23/11/98,4,1.4,1.1,1998-11-23,1998,Nov,0,End,,
25/11/98,7.2,0.7,0,1998-11-25,1998,Nov,1,Start,1,Not drought
26/11/98,6.5,2,8.6,1998-11-26,1998,Nov,0,End,,
30/11/98,6.1,-1.5,0,1998-11-30,1998,Nov,1,Start,1,Not drought
1/12/98,5.8,0.7,0.2,1998-12-01,1998,Dec,0,End,,
2/12/98,3.9,0.3,0,1998-12-02,1998,Dec,1,Start,2,Not drought
4/12/98,3.5,-1,1,1998-12-04,1998,Dec,0,End,,
7/12/98,2.8,-3,0,1998-12-07,1998,Dec,1,Start,1,Not drought
8/12/98,7,1.3,8.6,1998-12-08,1998,Dec,0,End,,
17/12/98,7.9,6,0.1,1998-12-17,1998,Dec,1,Start,1,Not drought
18/12/98,8.6,4.1,1.4,1998-12-18,1998,Dec,0,End,,
21/12/98,0.9,-5.2,0,1998-12-21,1998,Dec,1,Start,1,Not drought
22/12/98,4.5,-3.1,2,1998-12-22,1998,Dec,0,End,,
29/12/98,3.2,0.2,0,1998-12-29,1998,Dec,1,Start,4,Not drought
2/01/99,7.2,4.3,9,1999-01-02,1999,Jan,0,End,,
10/01/99,2,-2,0,1999-01-10,1999,Jan,1,Start,2,Not drought
12/01/99,1.6,-3.7,7.5,1999-01-12,1999,Jan,0,End,,
21/01/99,8.6,1,0,1999-01-21,1999,Jan,1,Start,3,Not drought
24/01/99,6,-0.5,2.5,1999-01-24,1999,Jan,0,End,,
29/01/99,6.2,2.4,0,1999-01-29,1999,Jan,1,Start,1,Not drought
30/01/99,6,3,0.7,1999-01-30,1999,Jan,0,End,,
31/01/99,8.9,5,0,1999-01-31,1999,Jan,1,Start,1,Not drought
1/02/99,7.9,5.6,0.2,1999-02-01,1999,Feb,0,End,,
2/02/99,6.7,1.4,0,1999-02-02,1999,Feb,1,Start,3,Not drought
5/02/99,10.4,3.5,1.8,1999-02-05,1999,Feb,0,End,,
10/02/99,0.5,-4,0,1999-02-10,1999,Feb,1,Start,1,Not drought
11/02/99,2.2,-4.2,0.2,1999-02-11,1999,Feb,0,End,,
14/02/99,4.5,1.5,0,1999-02-14,1999,Feb,1,Start,1,Not drought
15/02/99,6.6,2.4,2.6,1999-02-15,1999,Feb,0,End,,
25/02/99,4.1,-1.8,0.1,1999-02-25,1999,Feb,1,Start,1,Not drought
26/02/99,8.7,3.9,0.2,1999-02-26,1999,Feb,0,End,,
28/02/99,6.5,2.6,0,1999-02-28,1999,Feb,1,Start,1,Not drought
1/03/99,9.7,4.2,39,1999-03-01,1999,Mar,0,End,,
11/03/99,4.9,-1.9,0,1999-03-11,1999,Mar,1,Start,1,Not drought
12/03/99,5.4,0.6,2.7,1999-03-12,1999,Mar,0,End,,
13/03/99,8.2,4,0,1999-03-13,1999,Mar,1,Start,3,Not drought
16/03/99,12.1,4.4,0.3,1999-03-16,1999,Mar,0,End,,
19/03/99,8,3.6,0.1,1999-03-19,1999,Mar,1,Start,2,Not drought
21/03/99,6.9,4.5,15,1999-03-21,1999,Mar,0,End,,
25/03/99,9.5,5.2,0.1,1999-03-25,1999,Mar,1,Start,1,Not drought
26/03/99,8,1.9,6.2,1999-03-26,1999,Mar,0,End,,
27/03/99,8,1.7,0,1999-03-27,1999,Mar,1,Start,2,Not drought
29/03/99,11.7,7,0.2,1999-03-29,1999,Mar,0,End,,
1/04/99,15.2,3.9,0,1999-04-01,1999,Apr,1,Start,1,Not drought
2/04/99,16.8,4.8,1.8,1999-04-02,1999,Apr,0,End,,
4/04/99,15.1,6.5,0,1999-04-04,1999,Apr,1,Start,2,Not drought
6/04/99,13.1,9.4,2.7,1999-04-06,1999,Apr,0,End,,
17/04/99,5,1,0.1,1999-04-17,1999,Apr,1,Start,1,Not drought
18/04/99,5.5,-2.5,6.9,1999-04-18,1999,Apr,0,End,,
25/04/99,13.3,2.7,0.1,1999-04-25,1999,Apr,1,Start,1,Not drought
26/04/99,12.6,6.3,3,1999-04-26,1999,Apr,0,End,,
28/04/99,16.2,5.3,0,1999-04-28,1999,Apr,1,Start,8,Not drought
6/05/99,14.2,8.3,0.7,1999-05-06,1999,May,0,End,,
7/05/99,16.1,7,0,1999-05-07,1999,May,1,Start,1,Not drought
8/05/99,16,0.1,23.2,1999-05-08,1999,May,0,End,,
15/05/99,15.2,7.6,0,1999-05-15,1999,May,1,Start,7,Not drought
22/05/99,13.3,5.4,3.2,1999-05-22,1999,May,0,End,,
24/05/99,14.8,10.1,0,1999-05-24,1999,May,1,Start,1,Not drought
25/05/99,13.1,6.4,15.8,1999-05-25,1999,May,0,End,,
26/05/99,13.6,7.1,0,1999-05-26,1999,May,1,Start,2,Not drought
28/05/99,22,10.7,4.3,1999-05-28,1999,May,0,End,,
29/05/99,16.5,9.9,0,1999-05-29,1999,May,1,Start,1,Not drought
30/05/99,16.6,7,2.1,1999-05-30,1999,May,0,End,,
1/06/99,14.1,8.4,0,1999-06-01,1999,Jun,1,Start,1,Not drought
2/06/99,17.9,10.2,5,1999-06-02,1999,Jun,0,End,,
6/06/99,15.5,6.3,0,1999-06-06,1999,Jun,1,Start,1,Not drought
7/06/99,14.5,7.7,15,1999-06-07,1999,Jun,0,End,,
10/06/99,13.8,6.9,0,1999-06-10,1999,Jun,1,Start,2,Not drought
12/06/99,11.9,8,1,1999-06-12,1999,Jun,0,End,,
14/06/99,17,8.4,0,1999-06-14,1999,Jun,1,Start,1,Not drought
15/06/99,17.5,10.7,0.4,1999-06-15,1999,Jun,0,End,,
16/06/99,22,11.6,0,1999-06-16,1999,Jun,1,Start,1,Not drought
17/06/99,21.5,11.1,1.9,1999-06-17,1999,Jun,0,End,,
18/06/99,16.2,6.9,0,1999-06-18,1999,Jun,1,Start,1,Not drought
19/06/99,20.5,11.1,0.2,1999-06-19,1999,Jun,0,End,,
24/06/99,15.4,10.2,0.1,1999-06-24,1999,Jun,1,Start,2,Not drought
26/06/99,21.3,7.5,5,1999-06-26,1999,Jun,0,End,,
29/06/99,15.6,5.5,0,1999-06-29,1999,Jun,1,Start,2,Not drought
1/07/99,14.9,9.9,7.6,1999-07-01,1999,Jul,0,End,,
5/07/99,20.8,9.8,0,1999-07-05,1999,Jul,1,Start,1,Not drought
6/07/99,21.6,10.9,33.3,1999-07-06,1999,Jul,0,End,,
7/07/99,22,14.2,0,1999-07-07,1999,Jul,1,Start,7,Not drought
14/07/99,19.2,9.7,5.2,1999-07-14,1999,Jul,0,End,,
15/07/99,15.2,9.5,0,1999-07-15,1999,Jul,1,Start,1,Not drought
16/07/99,15.7,11.7,0.2,1999-07-16,1999,Jul,0,End,,
17/07/99,21.5,10.9,0,1999-07-17,1999,Jul,1,Start,1,Not drought
18/07/99,19.7,14.1,0.5,1999-07-18,1999,Jul,0,End,,
19/07/99,21.8,12.8,0,1999-07-19,1999,Jul,1,Start,1,Not drought
20/07/99,20.6,14.8,7.9,1999-07-20,1999,Jul,0,End,,
23/07/99,16.2,9.6,0.1,1999-07-23,1999,Jul,1,Start,11,Not drought
3/08/99,29,16,0.3,1999-08-03,1999,Aug,0,End,,
8/08/99,16.3,5.5,0,1999-08-08,1999,Aug,1,Start,1,Not drought
9/08/99,15.6,12,13.3,1999-08-09,1999,Aug,0,End,,
11/08/99,14.5,8,0,1999-08-11,1999,Aug,1,Start,1,Not drought
12/08/99,18.1,9.9,0.2,1999-08-12,1999,Aug,0,End,,
21/08/99,15,2,0,1999-08-21,1999,Aug,1,Start,4,Not drought
25/08/99,15.1,11.7,9,1999-08-25,1999,Aug,0,End,,
28/08/99,18.5,8,0,1999-08-28,1999,Aug,1,Start,2,Not drought
30/08/99,19.6,9.5,1.9,1999-08-30,1999,Aug,0,End,,
31/08/99,15,12.8,0,1999-08-31,1999,Aug,1,Start,7,Not drought
7/09/99,25.1,14.8,4.8,1999-09-07,1999,Sep,0,End,,
8/09/99,18.5,6.5,0,1999-09-08,1999,Sep,1,Start,1,Not drought
9/09/99,20.4,8.8,3.8,1999-09-09,1999,Sep,0,End,,
10/09/99,17.5,3.7,0,1999-09-10,1999,Sep,1,Start,2,Not drought
12/09/99,23,8.5,2,1999-09-12,1999,Sep,0,End,,
13/09/99,16.5,7.6,0.1,1999-09-13,1999,Sep,1,Start,3,Not drought
16/09/99,15.3,10.5,1.3,1999-09-16,1999,Sep,0,End,,
22/09/99,17.3,8.9,0,1999-09-22,1999,Sep,1,Start,1,Not drought
23/09/99,15.4,11.5,10.6,1999-09-23,1999,Sep,0,End,,
5/10/99,10.2,-1.5,0,1999-10-05,1999,Oct,1,Start,2,Not drought
7/10/99,12.3,5.1,3.2,1999-10-07,1999,Oct,0,End,,
12/10/99,10.4,4.7,0,1999-10-12,1999,Oct,1,Start,9,Not drought
21/10/99,7.4,5.8,0.4,1999-10-21,1999,Oct,0,End,,
27/10/99,12,7.8,0,1999-10-27,1999,Oct,1,Start,1,Not drought
28/10/99,12,8.2,1.6,1999-10-28,1999,Oct,0,End,,
29/10/99,12,1,0,1999-10-29,1999,Oct,1,Start,2,Not drought
31/10/99,14.5,7,3,1999-10-31,1999,Oct,0,End,,
3/11/99,10.3,5.8,0,1999-11-03,1999,Nov,1,Start,2,Not drought
5/11/99,10.1,8.1,4,1999-11-05,1999,Nov,0,End,,
7/11/99,9.8,3.5,0,1999-11-07,1999,Nov,1,Start,1,Not drought
8/11/99,10,7.2,0.6,1999-11-08,1999,Nov,0,End,,
10/11/99,9.5,1.6,0,1999-11-10,1999,Nov,1,Start,1,Not drought
11/11/99,8.7,5.8,0.5,1999-11-11,1999,Nov,0,End,,
14/11/99,9,5.5,0,1999-11-14,1999,Nov,1,Start,2,Not drought
16/11/99,6.6,1.7,6.8,1999-11-16,1999,Nov,0,End,,
18/11/99,3.5,-0.3,0,1999-11-18,1999,Nov,1,Start,1,Not drought
19/11/99,3.5,-0.1,0.4,1999-11-19,1999,Nov,0,End,,
20/11/99,5.4,1,0,1999-11-20,1999,Nov,1,Start,2,Not drought
22/11/99,5.6,0.8,2.4,1999-11-22,1999,Nov,0,End,,
26/11/99,10.5,5.7,0.1,1999-11-26,1999,Nov,1,Start,1,Not drought
27/11/99,9.9,3.1,5.3,1999-11-27,1999,Nov,0,End,,
28/11/99,10.6,4,0,1999-11-28,1999,Nov,1,Start,1,Not drought
29/11/99,11,4,1.9,1999-11-29,1999,Nov,0,End,,
30/11/99,7.2,1.6,0,1999-11-30,1999,Nov,1,Start,1,Not drought
1/12/99,11.4,6.2,0.5,1999-12-01,1999,Dec,0,End,,
19/12/99,1,-5,0,1999-12-19,1999,Dec,1,Start,2,Not drought
21/12/99,1.1,-7.1,11.6,1999-12-21,1999,Dec,0,End,,
2/01/00,6.4,2,0,2000-01-02,2000,Jan,1,Start,1,Not drought
3/01/00,9.4,3.2,2.6,2000-01-03,2000,Jan,0,End,,
9/01/00,5.2,1,0,2000-01-09,2000,Jan,1,Start,1,Not drought
10/01/00,3.2,-0.8,1.6,2000-01-10,2000,Jan,0,End,,
16/01/00,2.9,-1.6,0,2000-01-16,2000,Jan,1,Start,1,Not drought
17/01/00,3.8,0.7,0.7,2000-01-17,2000,Jan,0,End,,
19/01/00,4,1.5,0,2000-01-19,2000,Jan,1,Start,2,Not drought
21/01/00,3.4,0.9,1.2,2000-01-21,2000,Jan,0,End,,
23/01/00,4.2,0.5,0.1,2000-01-23,2000,Jan,1,Start,2,Not drought
25/01/00,2.8,-1.5,0.7,2000-01-25,2000,Jan,0,End,,
26/01/00,4.4,1.3,0,2000-01-26,2000,Jan,1,Start,3,Not drought
29/01/00,9.6,3.5,12.7,2000-01-29,2000,Jan,0,End,,
6/02/00,8.5,6.5,0,2000-02-06,2000,Feb,1,Start,1,Not drought
7/02/00,10,2.8,4.6,2000-02-07,2000,Feb,0,End,,
20/02/00,4.9,-4.5,0,2000-02-20,2000,Feb,1,Start,1,Not drought
21/02/00,4.8,-1.2,13.6,2000-02-21,2000,Feb,0,End,,
22/02/00,5.4,-2.5,0,2000-02-22,2000,Feb,1,Start,1,Not drought
23/02/00,5.7,0.2,0.4,2000-02-23,2000,Feb,0,End,,
26/02/00,6.5,1.4,0,2000-02-26,2000,Feb,1,Start,2,Not drought
28/02/00,9.4,0.7,35.1,2000-02-28,2000,Feb,0,End,,
12/03/00,7.9,3.1,0,2000-03-12,2000,Mar,1,Start,1,Not drought
13/03/00,8.5,4.7,0.2,2000-03-13,2000,Mar,0,End,,
15/03/00,6.4,1.8,0,2000-03-15,2000,Mar,1,Start,1,Not drought
16/03/00,6.4,4,0.2,2000-03-16,2000,Mar,0,End,,
17/03/00,9.4,5.8,0,2000-03-17,2000,Mar,1,Start,7,Not drought
24/03/00,6.5,3.9,7.5,2000-03-24,2000,Mar,0,End,,
25/03/00,10.1,2,0.1,2000-03-25,2000,Mar,1,Start,2,Not drought
27/03/00,8.4,0.7,0.6,2000-03-27,2000,Mar,0,End,,
29/03/00,4.3,0.3,0,2000-03-29,2000,Mar,1,Start,4,Not drought
2/04/00,6,3.5,3.4,2000-04-02,2000,Apr,0,End,,
5/04/00,4.5,-0.6,0,2000-04-05,2000,Apr,1,Start,4,Not drought
9/04/00,9.7,3.1,0.7,2000-04-09,2000,Apr,0,End,,
10/04/00,9.4,0.6,0,2000-04-10,2000,Apr,1,Start,1,Not drought
11/04/00,10.2,1.4,3.1,2000-04-11,2000,Apr,0,End,,
15/04/00,7,-0.4,0,2000-04-15,2000,Apr,1,Start,2,Not drought
17/04/00,10,0.9,8.8,2000-04-17,2000,Apr,0,End,,
28/04/00,13.2,6.9,0,2000-04-28,2000,Apr,1,Start,1,Not drought
29/04/00,14,8,1,2000-04-29,2000,Apr,0,End,,
30/04/00,13,2,0,2000-04-30,2000,Apr,1,Start,1,Not drought
1/05/00,16.3,5.5,0.2,2000-05-01,2000,May,0,End,,
2/05/00,15,3.2,0,2000-05-02,2000,May,1,Start,15,Drought start
17/05/00,17.8,5.6,3.4,2000-05-17,2000,May,0,End,,
25/05/00,13.5,3.4,0,2000-05-25,2000,May,1,Start,1,Not drought
26/05/00,10.5,6.4,6.8,2000-05-26,2000,May,0,End,,
31/05/00,15,3.8,0,2000-05-31,2000,May,1,Start,1,Not drought
1/06/00,16.2,9,8.2,2000-06-01,2000,Jun,0,End,,
5/06/00,15.6,8,0.1,2000-06-05,2000,Jun,1,Start,1,Not drought
6/06/00,14.6,7.3,0.5,2000-06-06,2000,Jun,0,End,,
11/06/00,17.4,8.4,0,2000-06-11,2000,Jun,1,Start,2,Not drought
13/06/00,21.2,11.8,0.9,2000-06-13,2000,Jun,0,End,,
16/06/00,16.9,5.6,0,2000-06-16,2000,Jun,1,Start,5,Not drought
21/06/00,20.1,12.6,1.1,2000-06-21,2000,Jun,0,End,,
27/06/00,18.1,6.5,0,2000-06-27,2000,Jun,1,Start,2,Not drought
29/06/00,18.4,9.4,0.7,2000-06-29,2000,Jun,0,End,,
4/07/00,18.5,11.2,0.1,2000-07-04,2000,Jul,1,Start,2,Not drought
6/07/00,14.2,10.3,11.1,2000-07-06,2000,Jul,0,End,,
7/07/00,16.1,8.7,0,2000-07-07,2000,Jul,1,Start,1,Not drought
8/07/00,16.9,10,1.2,2000-07-08,2000,Jul,0,End,,
12/07/00,13.6,7.6,0,2000-07-12,2000,Jul,1,Start,1,Not drought
13/07/00,16.2,11.4,2.6,2000-07-13,2000,Jul,0,End,,
15/07/00,13,9.4,0,2000-07-15,2000,Jul,1,Start,13,Not drought
28/07/00,20.7,11.6,1.9,2000-07-28,2000,Jul,0,End,,
5/08/00,18.3,9.8,0,2000-08-05,2000,Aug,1,Start,1,Not drought
6/08/00,20.2,12.1,0.7,2000-08-06,2000,Aug,0,End,,
12/08/00,19.9,8.2,0,2000-08-12,2000,Aug,1,Start,2,Not drought
14/08/00,21.7,15,10.5,2000-08-14,2000,Aug,0,End,,
17/08/00,18.8,10.8,0.1,2000-08-17,2000,Aug,1,Start,1,Not drought
18/08/00,17.5,10.4,0.6,2000-08-18,2000,Aug,0,End,,
20/08/00,16.5,9.2,0.1,2000-08-20,2000,Aug,1,Start,2,Not drought
22/08/00,17,6.4,0.4,2000-08-22,2000,Aug,0,End,,
23/08/00,17.4,10.9,0,2000-08-23,2000,Aug,1,Start,3,Not drought
26/08/00,23.7,13.8,17.3,2000-08-26,2000,Aug,0,End,,
30/08/00,17.7,7.8,0,2000-08-30,2000,Aug,1,Start,2,Not drought
1/09/00,17.6,9.9,12.8,2000-09-01,2000,Sep,0,End,,
3/09/00,15.4,3.9,0,2000-09-03,2000,Sep,1,Start,2,Not drought
5/09/00,17.6,10.9,1.8,2000-09-05,2000,Sep,0,End,,
9/09/00,15.5,9.4,0,2000-09-09,2000,Sep,1,Start,1,Not drought
10/09/00,18.2,12.2,0.5,2000-09-10,2000,Sep,0,End,,
11/09/00,20.6,13.5,0,2000-09-11,2000,Sep,1,Start,2,Not drought
13/09/00,17.1,11.2,0.9,2000-09-13,2000,Sep,0,End,,
24/09/00,21.3,13,0,2000-09-24,2000,Sep,1,Start,1,Not drought
25/09/00,14.2,10.1,23.4,2000-09-25,2000,Sep,0,End,,
16/10/00,13.3,8.4,0,2000-10-16,2000,Oct,1,Start,1,Not drought
17/10/00,11.8,4.4,6.3,2000-10-17,2000,Oct,0,End,,
20/10/00,10.4,2.2,0,2000-10-20,2000,Oct,1,Start,1,Not drought
21/10/00,11,6.6,4.1,2000-10-21,2000,Oct,0,End,,
22/10/00,9.4,-0.8,0,2000-10-22,2000,Oct,1,Start,1,Not drought
23/10/00,10.8,3.5,2.3,2000-10-23,2000,Oct,0,End,,
13/11/00,6.8,3.2,0.1,2000-11-13,2000,Nov,1,Start,1,Not drought
14/11/00,7.1,1.7,0.3,2000-11-14,2000,Nov,0,End,,
15/11/00,5.4,-2.1,0.1,2000-11-15,2000,Nov,1,Start,1,Not drought
16/11/00,7.3,-0.7,11.9,2000-11-16,2000,Nov,0,End,,
3/12/00,10.2,4.5,0,2000-12-03,2000,Dec,1,Start,1,Not drought
4/12/00,8.8,4.8,9.8,2000-12-04,2000,Dec,0,End,,
16/12/00,1.6,-1.2,0,2000-12-16,2000,Dec,1,Start,1,Not drought
17/12/00,1.5,-2.4,1.1,2000-12-17,2000,Dec,0,End,,
18/12/00,1.5,-2,0,2000-12-18,2000,Dec,1,Start,1,Not drought
19/12/00,3.1,0.3,0.2,2000-12-19,2000,Dec,0,End,,
23/12/00,4.1,0.9,0,2000-12-23,2000,Dec,1,Start,1,Not drought
24/12/00,3.9,0.7,5.6,2000-12-24,2000,Dec,0,End,,
27/12/00,0.4,-4.2,0,2000-12-27,2000,Dec,1,Start,1,Not drought
28/12/00,0.2,-4.8,5.4,2000-12-28,2000,Dec,0,End,,
30/12/00,-2,-4.6,0,2000-12-30,2000,Dec,1,Start,2,Not drought
1/01/01,5,-2,15.1,2001-01-01,2001,Jan,0,End,,
11/01/01,2.9,0.8,0,2001-01-11,2001,Jan,1,Start,10,Not drought
21/01/01,1.5,-3,1.4,2001-01-21,2001,Jan,0,End,,
28/01/01,4.1,-1.2,0,2001-01-28,2001,Jan,1,Start,2,Not drought
30/01/01,3.4,-0.2,0.7,2001-01-30,2001,Jan,0,End,,
1/02/01,2.4,-1.1,0,2001-02-01,2001,Feb,1,Start,1,Not drought
2/02/01,4.5,-1,7.5,2001-02-02,2001,Feb,0,End,,
9/02/01,1.9,-4,0,2001-02-09,2001,Feb,1,Start,1,Not drought
10/02/01,3.5,-2.2,1,2001-02-10,2001,Feb,0,End,,
13/02/01,7.5,-1.5,0.1,2001-02-13,2001,Feb,1,Start,8,Not drought
21/02/01,6.3,2.3,0.7,2001-02-21,2001,Feb,0,End,,
2/03/01,0.3,-8.6,0.1,2001-03-02,2001,Mar,1,Start,5,Not drought
7/03/01,9.9,0,12.5,2001-03-07,2001,Mar,0,End,,
14/03/01,6.3,2,0,2001-03-14,2001,Mar,1,Start,2,Not drought
16/03/01,6.3,2,0.7,2001-03-16,2001,Mar,0,End,,
